Title,Label,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7
Da_Shu_coinage,ai,23.142857142857142,5.047394424471944,2.5714285714285716,24.11691358024692,0.880583941605839,80.5,10.06
Ipomoea_lacunosa,human,19.083333333333332,10.004165798972613,4.916666666666667,49.67913043478261,0.8846601941747564,76.63603548991513,12.17
Ipomoea_lacunosa,ai,22.333333333333332,15.50268793897798,4.666666666666667,28.456470588235295,0.8331707317073175,65.0,25.64
Satya_Mohan_Verma,human,17.857142857142858,8.663425711284484,2.9285714285714284,101.12039999999999,0.9148444444444432,141.47263792718337,87.12
Satya_Mohan_Verma,ai,13.333333333333334,5.5677643628300215,2.2222222222222223,13.810000000000006,0.7942857142857143,46.007291696688476,9.35
Battle_of_Ecbatana,human,19.25,13.614593011072452,2.5,31.849230769230775,0.804159999999999,43.13005742963576,19.91
Battle_of_Ecbatana,ai,16.875,4.793969425970806,2.0,18.567407407407405,0.8141818181818183,41.20949432404541,14.21
Janarbek_Kenjeev,human,33.0,12.509996003196804,7.2,66.63878787878788,0.8974436090225559,107.07053558085246,38.31
Janarbek_Kenjeev,ai,16.846153846153847,6.593508851465884,2.4615384615384617,16.778887892376684,0.8608791208791214,52.23392063367733,9.18
Donna_Heka,human,23.714285714285715,7.341986237031632,4.428571428571429,67.63192771084337,0.9107246376811592,94.96440148980929,51.38
Donna_Heka,ai,17.692307692307693,5.170180773509688,4.153846153846154,23.661896551724144,0.9265263157894733,112.97484715363731,21.6
Worm_Tamer,human,31.0,16.492422502470642,7.8,30.926612903225806,0.8530158730158729,82.9090909090909,39.57
Worm_Tamer,ai,18.083333333333332,6.402532642823794,3.5833333333333335,16.353449541284405,0.8730726256983243,69.83502365540909,11.73
Ferguson_Rotich,human,21.166666666666668,7.744010393181105,2.75,49.87294676806084,0.8576525821596241,66.5342740140657,29.9
Ferguson_Rotich,ai,18.76923076923077,7.758370169842871,2.4615384615384617,32.746910569105694,0.8786666666666658,61.981715769890805,12.42
England_Swings,human,22.11111111111111,6.112373606964083,4.666666666666667,77.67427135678392,0.8446783625730999,77.22383720930233,45.0
England_Swings,ai,16.846153846153847,4.058861783106068,2.0,22.456142533936653,0.8655670103092777,53.309153076182504,9.21
GameCube,human,24.09090909090909,9.914177176695457,3.727272727272727,105.34867924528302,0.8840174672489061,60.074799196787154,22.7
GameCube,ai,11.333333333333334,4.618802153517006,1.3333333333333333,12.940588235294118,0.8409090909090908,25.37037037037037,15.06
Jolie_Cizewski,human,23.285714285714285,12.134170562428041,3.857142857142857,36.392546012269946,0.9083211678832106,71.61086572438163,22.74
Jolie_Cizewski,ai,15.0,8.101627221513196,2.75,18.021111111111114,0.8720000000000008,75.45504281636536,11.49
Savage__Tank_album_,human,26.333333333333332,14.109098719148104,3.6666666666666665,31.3709748427673,0.9125581395348829,98.2077467292846,37.41
Savage__Tank_album_,ai,18.384615384615383,9.844951849708403,3.923076923076923,11.366689330543934,0.8577990430622017,61.21643518518518,10.28
Beach_Break__2022_,human,21.571428571428573,6.754187413675136,3.2857142857142856,60.17947019867549,0.8611382113821141,50.051171402894425,40.6
Beach_Break__2022_,ai,20.0,5.503245795502349,2.375,20.77125,0.7903125000000002,27.340175538679745,8.93
Pia_Beckmann,human,19.666666666666668,8.351646544245034,3.6666666666666665,69.97530726256983,0.8485106382978722,61.37838804099526,24.37
Pia_Beckmann,ai,16.454545454545453,4.86546269872941,6.2727272727272725,17.051975138121552,0.8797202797202801,55.666666666666664,13.01
Melbourne_Racing_Club,human,18.444444444444443,7.125852775477317,2.5555555555555554,31.460029940119757,0.8102189781021912,41.05749814240133,29.87
Melbourne_Racing_Club,ai,17.714285714285715,4.029651999626672,2.4285714285714284,14.866129032258065,0.8294949494949503,42.0763723150358,9.73
The_Supremes,human,22.666666666666668,8.631338250816034,3.6666666666666665,81.13252427184466,0.8710344827586202,71.39624362535761,24.93
The_Supremes,ai,15.375,4.2067123233504535,2.375,24.703943089430897,0.8678651685393262,69.22389331668907,18.79
Wemyss_Bight,human,18.875,8.201698430377524,2.5,29.32784768211921,0.8591596638655465,71.5,48.02
Wemyss_Bight,ai,18.2,5.540758070878027,2.8,14.393846153846159,0.8529032258064525,58.53165045545778,17.95
Baring__surname_,human,150.0,206.47518010647187,58.0,5.70855583126551,0.7460162601626019,29.562027859437777,11.95
Baring__surname_,ai,8.2,2.949576240750525,3.8,5.100182926829266,0.8327759197324418,30.02840909090909,20.57
Genoplesium_alticola,human,19.076923076923077,6.7263355360545125,2.8461538461538463,50.13693548387096,0.8769642857142846,53.00813154769958,30.34
Genoplesium_alticola,ai,15.25,2.49284690951645,1.875,16.519180327868856,0.8362105263157893,63.17346459696587,19.24
Sheikh_Danun,human,22.25,11.535659000309805,3.0,36.02449438202247,0.8792156862745102,77.51082469821064,35.95
Sheikh_Danun,ai,15.6,5.94792213951879,2.0,16.244666666666667,0.8576377952755905,70.94082125603865,9.66
Plural_Left,human,32.142857142857146,16.36488691710162,7.142857142857143,90.62044444444444,0.854226804123711,93.88301977809937,32.42
Plural_Left,ai,20.666666666666668,9.451631252505216,3.3333333333333335,13.819354838709678,0.8211111111111111,49.25501432664757,16.32
Endemic_synod,human,24.142857142857142,13.259318376505023,2.0,69.03242603550295,0.8103496503496507,40.03366192040891,27.19
Endemic_synod,ai,14.8,6.610597552415364,2.4,16.464210526315792,0.8184000000000003,38.76681466087285,12.53
Cristina_Bazán,human,22.75,10.552589391099366,5.875,76.02699453551912,0.8927388535031848,80.59777943500234,37.66
Cristina_Bazán,ai,14.88888888888889,5.206833117271103,4.333333333333333,13.149626865671646,0.890873786407767,64.75760420988274,10.97
Eugene_O_Neill_Theatre,human,18.333333333333332,7.19374728496908,2.5555555555555554,68.8942857142857,0.8740000000000003,55.17239273680062,36.56
Eugene_O_Neill_Theatre,ai,21.75,8.180260794538684,4.0,19.796460674157306,0.8869841269841272,69.55347593582887,12.54
Hejira__album_,human,21.5,15.883254634292614,3.7,85.05441860465118,0.8914594594594593,83.47714604236343,21.46
Hejira__album_,ai,19.5,4.602370930489869,3.4166666666666665,17.588495726495726,0.8750769230769229,69.11702127659575,10.29
Lily_Venson,human,22.142857142857142,18.19733104449268,2.142857142857143,62.141290322580645,0.8878688524590167,82.32656183075323,37.12
Lily_Venson,ai,13.642857142857142,5.705694090550689,3.142857142857143,24.746806282722513,0.8904000000000004,81.62520593080725,9.72
Koji_Steven_Sakai,human,24.625,12.546342665721923,4.75,40.19555837563452,0.9279999999999995,99.97914416084876,52.35
Koji_Steven_Sakai,ai,21.2,8.378544026261364,3.2,11.33179245283019,0.8969230769230774,67.68314406735618,8.42
Pine_Bluff__horse_,human,23.25,7.324128422062051,3.875,36.8621052631579,0.9001290322580641,76.0210843373494,61.38
Pine_Bluff__horse_,ai,15.0,5.631543812693436,2.5,11.877131147540982,0.9051685393258437,78.44449682413656,27.1
Baird_s_beaked_whale,human,25.0,11.489125293076057,3.375,42.408,0.8499421965317918,42.423314593127515,19.8
Baird_s_beaked_whale,ai,17.2,3.7013511046643495,2.8,12.603953488372095,0.8250847457627125,41.5,10.83
Nakhtmin__charioteer_,human,13.307692307692308,4.679469617107894,1.6153846153846154,69.13664739884393,0.8721621621621619,77.94756554307116,41.71
Nakhtmin__charioteer_,ai,21.571428571428573,9.997618764104828,2.4285714285714284,30.421887417218546,0.8744715447154477,65.57974137931035,10.07
Gas_explosion,human,19.5,4.503966505838413,4.5,34.93645569620253,0.921538461538461,68.50461364062753,24.43
Gas_explosion,ai,26.0,0.0,3.0,11.796153846153846,0.9342105263157895,23.53834862385321,20.18
Digitalis_nervosa,human,18.666666666666668,6.383572667401852,3.3333333333333335,33.49399408284023,0.8021538461538462,45.92719809894146,35.45
Digitalis_nervosa,ai,17.571428571428573,5.912053869204927,1.8571428571428572,17.76422764227642,0.8733333333333331,85.27643883158198,15.21
Harmonograph,human,21.714285714285715,11.557310611531932,3.0,63.77417218543046,0.8352755905511817,69.00928473177441,21.4
Harmonograph,ai,19.166666666666668,4.4907311951024935,1.5,17.008695652173916,0.8795555555555555,75.77073570759137,15.34
Big_Pasture,human,20.375,5.604526232048012,2.75,32.29121951219513,0.8975757575757578,78.32029952145993,34.47
Big_Pasture,ai,18.375,4.240535680446853,2.375,14.626486486486488,0.8390163934426232,48.666666666666664,9.5
Cristiano_De_André,human,23.25,12.736337217359068,6.875,26.23617021276596,0.9125161290322575,89.5,29.45
Cristiano_De_André,ai,20.833333333333332,6.873312465065461,2.5,19.23742857142857,0.8735609756097549,69.11026999747666,7.96
Gord_the_Rogue,human,31.75,13.656500283747663,2.125,51.03606299212598,0.8585152838427946,55.978296606113574,19.76
Gord_the_Rogue,ai,20.444444444444443,5.270462766947299,2.3333333333333335,16.20217391304348,0.8208805031446543,38.37537629454791,11.66
Fredrick_Augustus_Pickering,human,19.0,9.205976319760984,2.3333333333333335,69.60162790697674,0.7980281690140846,40.25599520383693,17.94
Fredrick_Augustus_Pickering,ai,15.5,4.08656334834051,2.3333333333333335,19.937872340425532,0.8311864406779672,61.223509675405744,7.2
Bundle_of_Joy,human,21.571428571428573,6.876460883747852,3.4285714285714284,29.88684210526316,0.8723809523809525,85.90328467153286,39.7
Bundle_of_Joy,ai,20.428571428571427,6.948792289723034,3.142857142857143,20.24615384615385,0.9277966101694911,88.77190866247756,19.54
U_S__re-entry_permit,human,20.272727272727273,8.82146143324233,3.1818181818181817,46.963185840707965,0.8762376237623756,63.08408212672843,12.03
U_S__re-entry_permit,ai,23.625,26.7578426420581,5.0,13.95614061331339,0.8612345679012335,48.59306569343066,7.26
KV15,human,23.7,8.882567196480982,2.5,92.92185654008439,0.8035680751173717,42.68427895981087,33.79
KV15,ai,23.666666666666668,6.314005596027506,2.1666666666666665,28.054929577464794,0.8768421052631578,67.74900983337886,15.85
BC_Chernomorets,human,16.076923076923077,8.826678673785311,2.4615384615384617,23.090714285714288,0.8511363636363634,56.83718691719976,42.29
BC_Chernomorets,ai,12.333333333333334,5.507570547286102,3.0,7.570945945945947,0.8452380952380952,28.07843137254902,22.51
Philips_Stadion,human,18.625,5.755432216610669,2.875,59.666,0.8264406779661025,46.73369950389794,29.96
Philips_Stadion,ai,20.857142857142858,10.699354675689113,2.4285714285714284,29.145536912751684,0.8733913043478257,59.60426616677811,9.93
HMS_Goldfinch__1910_,human,14.916666666666666,6.1119604552108,1.6666666666666667,33.98234806629834,0.8561073825503348,74.21306818181819,48.63
HMS_Goldfinch__1910_,ai,15.0,5.894913061275798,2.2222222222222223,23.32166666666667,0.841923076923078,46.93679355263825,8.14
Fred_William_Bowerman,human,23.25,8.08437646681195,4.125,37.55526881720431,0.895466666666667,83.5909090909091,19.46
Fred_William_Bowerman,ai,15.88888888888889,4.48454134902457,2.4444444444444446,29.289965986394566,0.7827956989247314,34.00199368400906,6.64
Matteo_Tosetti,human,25.125,5.617256574927962,1.75,38.798188405797106,0.9116981132075465,78.26940073598102,18.84
Matteo_Tosetti,ai,11.833333333333334,7.4139508136125825,2.8333333333333335,14.756315789473685,0.8781818181818188,76.16000000000001,7.45
Hank_Hill,human,20.5,10.501322668015575,3.7,39.29329268292683,0.8836571428571423,66.46829433706341,22.07
Hank_Hill,ai,16.0,1.4142135623730951,5.0,15.3275,0.9285714285714287,36.000000000000014,11.47
Guo_Chaoren,human,16.09090909090909,4.846742111038,2.6363636363636362,69.70666666666666,0.8317142857142856,43.06735755946384,15.55
Guo_Chaoren,ai,15.76923076923077,5.019193928541484,5.461538461538462,17.150243902439026,0.8064197530864199,42.25879312282279,9.43
Pocket_part,human,19.5,10.40566085252531,2.1,77.94820512820513,0.8282352941176473,38.68242424242425,32.13
Pocket_part,ai,24.428571428571427,11.530497862294627,3.0,26.30666666666667,0.8217687074829936,40.2691504178273,12.69
Hybrid_picking,human,19.5,12.547054292883706,3.875,64.80560509554141,0.9037037037037042,92.12338137597118,36.65
Hybrid_picking,ai,14.75,3.2015621187164243,2.25,12.315000000000001,0.7405714285714289,29.5,9.63
SMC_Recordings,human,20.5,8.992059989632123,3.125,65.63757575757576,0.92978417266187,93.70092258775225,42.6
SMC_Recordings,ai,19.857142857142858,7.776643908280131,5.428571428571429,19.226524822695037,0.9203508771929815,125.4087591240876,10.24
Alfred_Hocking_House,human,18.363636363636363,9.014130321586517,3.6363636363636362,81.13252427184466,0.8827906976744183,81.83527065488846,27.9
Alfred_Hocking_House,ai,16.0,4.09878030638384,2.1666666666666665,19.10916666666667,0.8700000000000012,59.409208819714664,13.95
Drakaea_livida,human,17.666666666666668,4.2130748865881795,2.0,32.94125,0.8555223880597022,52.666666666666664,36.73
Drakaea_livida,ai,18.5,16.263455967290593,2.5,15.687894736842104,0.87,38.16,36.1
Oreimo,human,20.375,7.670677004951109,2.125,68.24993865030675,0.9225196850393695,100.93570928479105,27.33
Oreimo,ai,20.6,8.408989898383224,4.1,42.05087378640776,0.8453801169590648,73.7138511726327,13.38
Nicolas_Ferry,human,28.0,5.403702434442518,4.666666666666667,34.26204142011834,0.906086956521739,82.67831834287273,25.96
Nicolas_Ferry,ai,16.0,6.879922480183431,2.857142857142857,10.46466814159292,0.8033734939759034,38.579548751675254,16.62
K__Balachander,human,22.0,9.441549509633317,4.625,73.56590909090909,0.9311111111111102,114.53128353063272,30.18
K__Balachander,ai,17.454545454545453,4.987256487561801,5.363636363636363,27.56166666666667,0.9091891891891895,88.6530651238631,14.4
Meike_Peters,human,25.11111111111111,16.151195346199955,3.6666666666666665,89.83964912280702,0.8646315789473674,75.22270965922328,33.71
Meike_Peters,ai,15.2,8.378544026261364,2.2,15.687894736842104,0.8350000000000001,55.20373250388802,16.83
Douglas_Garth,human,25.5,6.8044103344816,3.6666666666666665,31.002741935483872,0.7827586206896551,34.02673860300979,27.24
Douglas_Garth,ai,16.333333333333332,5.988878581726855,2.5,20.13632653061224,0.9050000000000007,47.28116413961534,9.22
Christopher_Jarzynski,human,25.428571428571427,8.86673827396792,4.0,39.739560439560435,0.8370469798657719,57.666666666666664,28.77
Christopher_Jarzynski,ai,16.8,7.390684827688313,3.6,25.202573099415208,0.7683582089552239,33.08125,6.48
John_Henry_Hopkins,human,26.428571428571427,7.114706432386907,4.571428571428571,38.21689189189189,0.8158974358974357,38.99182989631855,25.45
John_Henry_Hopkins,ai,15.833333333333334,8.565434412022933,2.6666666666666665,23.926578947368423,0.950322580645162,86.0,7.23
Bruno_Schön,human,31.0,16.55294535724685,7.0,63.13096774193548,0.8962601626016259,89.32233973841433,36.75
Bruno_Schön,ai,12.875,4.0155946010522525,2.75,15.289615384615388,0.9097142857142864,76.68876611418048,10.6
Wilmoth_Houdini,human,23.11111111111111,9.061518146045458,4.222222222222222,28.015384615384615,0.9065895953757224,102.24219068063215,46.72
Wilmoth_Houdini,ai,15.666666666666666,6.2182527020592095,4.166666666666667,20.188936170212774,0.8813114754098371,58.0216133424098,12.45
Pitkin_Glassworks_Ruin,human,20.125,9.078034714943223,2.0,34.64102484472049,0.8595488721804512,73.06517172488762,23.74
Pitkin_Glassworks_Ruin,ai,17.5,5.686240703077327,1.75,14.580000000000002,0.8408888888888896,69.0,13.49
Harrington__novel_,human,19.181818181818183,7.833494518006403,3.4545454545454546,44.960687203791466,0.8735555555555561,79.19978775181599,46.93
Harrington__novel_,ai,16.5,6.244997998398398,2.5,14.801212121212124,0.8790243902439028,67.29411764705884,15.03
Nate_James,human,24.857142857142858,15.115428888264814,4.428571428571429,34.351590909090916,0.8881690140845073,98.15137524678416,41.63
Nate_James,ai,12.875,4.223657859520077,3.75,20.264705882352946,0.9005555555555572,76.84051469720222,11.12
Kidder_Covered_Bridge,human,18.77777777777778,3.6666666666666665,2.5555555555555554,34.05257396449704,0.8187412587412592,42.06870229007633,30.23
Kidder_Covered_Bridge,ai,16.0,7.0,1.3333333333333333,19.60083333333333,0.8742857142857144,45.0,45.39
Evangelical_feast,human,17.0,11.811011811017716,2.111111111111111,64.44078431372549,0.8710077519379833,81.59555678758119,23.69
Evangelical_feast,ai,21.5,5.0,2.5,20.526511627906974,0.87483870967742,68.53610108303249,14.88
Illinois_Route_50,human,20.125,6.2206453500765155,3.75,31.674696969696978,0.8296874999999998,46.62116160049628,24.61
Illinois_Route_50,ai,14.0,5.41602560309064,2.4285714285714284,17.008,0.7900000000000007,41.34299516908213,20.28
Stars__Australian_band_,human,16.75,7.557356440160565,2.9166666666666665,79.76616915422886,0.8943209876543193,85.5321199143469,33.61
Stars__Australian_band_,ai,20.5,5.976143046671968,5.75,18.531707317073174,0.8817391304347826,86.20557192761709,11.9
Ungmennafélag_Njarðvíkur,human,20.875,9.701803955966128,2.625,33.67595238095238,0.8394244604316539,57.89949059561129,34.66
Ungmennafélag_Njarðvíkur,ai,14.833333333333334,6.462713568360172,4.0,20.857134831460673,0.8786206896551733,51.79240162822252,12.76
Charles_Edwards__Rastafari_,human,21.636363636363637,10.566671446323362,5.545454545454546,97.76219512195121,0.8746788990825686,59.874376468518726,33.18
Charles_Edwards__Rastafari_,ai,14.75,4.6827952580239325,2.5,24.420000000000005,0.881797752808989,68.77057640164436,13.01
Chestnut-capped_piha,human,17.923076923076923,6.143581182306436,2.3846153846153846,94.57527896995708,0.9019417475728154,99.51739850869924,28.12
Chestnut-capped_piha,ai,15.875,8.559664546164012,2.75,15.083875968992249,0.78019801980198,43.20549242424242,13.88
Leave_It_Beautiful,human,22.11111111111111,6.972166887783963,4.222222222222222,38.396,0.8574683544303793,61.452560398245495,17.85
Leave_It_Beautiful,ai,17.1,5.466056876558985,3.1,19.96651734104046,0.9188489208633089,87.22908758134491,12.08
La_Colonie,human,12.1875,8.101183041177793,2.375,10.022097902097904,0.8974850299401196,92.25242239091526,46.21
La_Colonie,ai,16.5,5.576737397439475,2.5,13.60929292929293,0.8870270270270282,98.0,17.82
Suzanne_Girault,human,13.75,5.4958662151243685,2.4166666666666665,65.63757575757576,0.854545454545455,51.94962143273151,24.4
Suzanne_Girault,ai,16.454545454545453,6.728501116350303,3.5454545454545454,14.730478260869564,0.8592,55.3461012671539,9.55
Residual_claimant,human,27.285714285714285,21.148004521422234,4.714285714285714,78.74319587628865,0.8257142857142855,53.810069339764844,39.34
Residual_claimant,ai,29.5,11.210114480533491,3.0,24.12,0.8161702127659579,37.41276041666667,9.12
Warrenton_Junction_Raid,human,19.833333333333332,6.534291828267979,3.1666666666666665,93.91288702928871,0.8775,53.09370119729307,18.11
Warrenton_Junction_Raid,ai,21.166666666666668,2.857738033247041,3.5,28.036417322834648,0.9032000000000004,64.70760048032776,12.58
Tahvo_Putkonen,human,21.714285714285715,11.041048949477668,2.7142857142857144,31.43947368421053,0.8960683760683761,79.00035292607804,35.37
Tahvo_Putkonen,ai,16.083333333333332,5.017393987344668,2.0,16.268804123711345,0.8475524475524475,49.994819179195446,11.2
Rac_Slider,human,25.166666666666668,8.612007121842542,6.333333333333333,59.94792207792207,0.879649122807018,73.63668529091359,19.85
Rac_Slider,ai,13.428571428571429,7.067699834626605,3.5714285714285716,19.184680851063835,0.8850000000000011,88.0,10.76
Heterandria_formosa,human,19.727272727272727,7.001298580847829,2.5454545454545454,45.539746543778804,0.8485863874345551,49.41535688717969,26.5
Heterandria_formosa,ai,18.2,7.563068160475615,3.0,19.530824175824183,0.8584615384615392,41.128787878787875,13.23
Chong_Eng,human,24.375,16.61271028029872,3.875,40.044230769230765,0.8819631901840483,68.48831340762834,50.26
Chong_Eng,ai,18.142857142857142,2.9680841985233184,2.2857142857142856,12.878846153846155,0.8914893617021277,53.878472222222214,9.19
Mehran_Modiri,human,22.181818181818183,8.530160394953683,3.727272727272727,50.8022950819672,0.904814814814814,90.95490945320623,42.2
Mehran_Modiri,ai,17.6,7.351492667781452,9.0,17.795000000000005,0.902518518518518,84.58239363996657,11.37
Lithuanian_litas,human,20.333333333333332,11.489125293076057,3.5555555555555554,72.4212834224599,0.7893525179856123,34.98169588611816,25.4
Lithuanian_litas,ai,11.833333333333334,4.535048695071164,2.1666666666666665,13.36388888888889,0.8242105263157893,49.083333333333336,31.42
Paul_s_Bridge,human,18.636363636363637,8.674937778136824,3.4545454545454546,80.53463414634146,0.8352272727272742,54.49896669954441,50.87
Paul_s_Bridge,ai,18.25,7.58836829188814,1.75,12.223082191780822,0.7974468085106381,35.63213399503722,13.98
Harper_Family_House,human,18.6,4.948624949305502,2.8,37.11118279569892,0.8876433121019104,60.73525783370343,38.92
Harper_Family_House,ai,20.833333333333332,6.5897073094517955,2.6666666666666665,33.4001593625498,0.8330357142857147,47.7764705882353,13.62
Peter_M__Rhee,human,26.428571428571427,12.474736374731437,3.4285714285714284,76.29946236559141,0.8269230769230768,48.93946059355014,13.66
Peter_M__Rhee,ai,19.333333333333332,8.306623862918075,4.666666666666667,17.106137931034485,0.8176470588235292,39.92438563327032,6.08
Pestrechinsky_District,human,18.454545454545453,6.962235795542067,2.909090909090909,19.970731707317075,0.7859090909090899,38.66666666666667,33.09
Pestrechinsky_District,ai,9.6,3.7815340802378077,2.4,11.96166666666667,0.6545454545454545,21.096026490066222,38.73
Miguel_Díaz-Canel,human,31.666666666666668,10.23067283548187,3.3333333333333335,74.47105263157896,0.7863999999999999,35.579104477611935,15.55
Miguel_Díaz-Canel,ai,16.428571428571427,9.920563613907348,2.642857142857143,21.486521739130442,0.8683597883597882,59.73603633916555,8.47
General_protection_fault,human,24.916666666666668,9.662094007308179,4.75,61.07814569536424,0.868805970149253,67.77972952742152,34.46
General_protection_fault,ai,19.0,10.564090116995406,2.5,11.486666666666668,0.8915555555555561,69.41805028462998,12.51
Adelophis_copei,human,13.666666666666666,13.069411762184394,8.133333333333333,10.167041467304628,0.810710382513661,39.164578833693305,35.86
Adelophis_copei,ai,20.333333333333332,10.066445913694333,8.666666666666666,5.938602150537637,0.8297142857142857,61.989333333333335,27.62
Nelson_M__Cooke,human,22.0,12.994504332876375,3.875,71.77333333333334,0.8998581560283679,90.76353802305998,34.1
Nelson_M__Cooke,ai,18.333333333333332,5.08592829940284,2.1666666666666665,22.165454545454548,0.8543209876543217,60.64629681779781,14.6
Main_Interior_Building,human,23.285714285714285,12.092894411103375,3.7142857142857144,63.19195121951219,0.722608695652174,27.08393169877408,12.95
Main_Interior_Building,ai,15.090909090909092,5.682509048906925,1.6363636363636365,23.19240963855422,0.7472340425531917,29.672915682569673,8.33
Sally_Todd,human,17.11111111111111,7.753135566408671,2.5555555555555554,31.155000000000005,0.8829032258064519,75.218801776691,36.04
Sally_Todd,ai,17.23076923076923,8.074175356796983,3.923076923076923,29.722643171806173,0.9013612565445018,74.60432917316695,8.46
Remember_Me__novel_,human,19.071428571428573,11.756924543658291,3.0,51.191853932584266,0.8548333333333333,62.186440677966104,21.23
Remember_Me__novel_,ai,18.333333333333332,12.548572295949315,2.5,21.037477064220187,0.9076190476190484,110.30896551724139,10.96
Christopher_Haigh,human,18.5625,11.569896283026914,4.3125,11.842574257425746,0.8416393442622954,43.98825435398947,22.85
Christopher_Haigh,ai,15.571428571428571,6.133436852128472,2.2857142857142856,15.57633027522936,0.84829268292683,40.56989781436276,7.83
Joseph_P__LaSalle,human,33.4,9.581231653602787,4.6,20.507618343195265,0.9145454545454534,134.08988764044943,22.98
Joseph_P__LaSalle,ai,20.5,5.606119105813881,2.875,26.308048780487805,0.8568888888888889,69.16637781629116,6.84
Balkania__brand_,human,16.1875,8.431834517667749,3.4375,106.8578787878788,0.8801754385964917,69.92771354809744,40.0
Balkania__brand_,ai,13.166666666666666,6.145459028149701,2.8333333333333335,20.017345679012347,0.8950943396226425,54.00949145418885,14.55
Guy_Côté,human,22.285714285714285,19.1112033958643,4.142857142857143,65.10000000000001,0.825196850393701,54.09479499854609,18.56
Guy_Côté,ai,15.285714285714286,7.016986193380691,5.0,11.163995327102803,0.8253164556962026,53.30888429752066,9.71
Robert_Young_Button,human,22.857142857142858,13.005493344846904,4.142857142857143,33.11728395061728,0.8853968253968255,82.84521788341823,28.1
